dimension_id,KEY,NAME,parent_key,C_UNIT_,ISCALCULATED,FULLNAME,DESCRIPTION,VISIBILITY,C_CODE,C_DATE_DE_MISE___JOUR,C_P_RIODICIT_,C_SOURCE,C_M_THODOLOGIE,C_CAT_GORIE,C_COMMENTAIRE,C_ORGANISATION_CHEF_DE_FILE
OBJ9106709,28729829,Pourcentage des personnes savant que l'utilisaton d'un préservatif pendant chaque rapport sexuel peut prévenir la transmission du VIH,28317359,Pourcentage,,Pourcentage des personnes savant que l'utilisaton d'un préservatif pendant chaque rapport sexuel peut prévenir la transmission du VIH,,"1, 2",,29/11/2020 20:22:07,Quinquennal,Institut National de la Statistique,"MICS Tunisie, 2021",3,,Institut National de la Statistique
OBJ9106709,28729839,Pourcentage des personnes savant que l'utilisaton d'un préservatif pendant chaque rapport sexuel et avoir un seule partenaire sexul fidèle et non affecté peut prévenir la transmission du VIH,28317359,Pourcentage,,Pourcentage des personnes savant que l'utilisaton d'un préservatif pendant chaque rapport sexuel et avoir un seule partenaire sexul fidèle et non affecté peut prévenir la transmission du VIH,,"1, 2",,29/11/2020 20:22:07,Quinquennal,Institut National de la Statistique,"MICS Tunisie, 2022",3,,Institut National de la Statistique
OBJ9106709,28729849,Pourcentage des personnes savant qu'une personne qui paraît en bonne santé peut avoir le VIH,28317359,Pourcentage,,Pourcentage des personnes savant qu'une personne qui paraît en bonne santé peut avoir le VIH,,"1, 2",,29/11/2020 20:22:07,Quinquennal,Institut National de la Statistique,"MICS Tunisie, 2023",3,,Institut National de la Statistique
OBJ9106709,28729859,Pourcentage des personnes savant que le VIH ne peut pas être transmis par piqûres de moustiques,28317359,Pourcentage,,Pourcentage des personnes savant que le VIH ne peut pas être transmis par piqûres de moustiques,,"1, 2",,29/11/2020 20:22:07,Quinquennal,Institut National de la Statistique,"MICS Tunisie, 2024",3,,Institut National de la Statistique
OBJ9106709,28729869,Pourcentage des personnes savant que le VIH ne peut pas être transmis par des moyens surnaturels,28317359,Pourcentage,,Pourcentage des personnes savant que le VIH ne peut pas être transmis par des moyens surnaturels,,"1, 2",,29/11/2020 20:22:07,Quinquennal,Institut National de la Statistique,"MICS Tunisie, 2025",3,,Institut National de la Statistique
OBJ9106709,28729879,Pourcentage des personnes savant que le VIH ne peut pas être transmis en partageant de nourriture avec quelqu'un qui a le VIH,28317359,Pourcentage,,Pourcentage des personnes savant que le VIH ne peut pas être transmis en partageant de nourriture avec quelqu'un qui a le VIH,,"1, 2",,29/11/2020 20:22:07,Quinquennal,Institut National de la Statistique,"MICS Tunisie, 2026",3,,Institut National de la Statistique
OBJ9106709,28729889,Pourcentage des personnes qui rejetent les deux fausses idées les plus courantes et savent qu'une personne qui parait en bonne santé peut avoir le VIH,28317359,Pourcentage,,Pourcentage des personnes qui rejetent les deux fausses idées les plus courantes et savent qu'une personne qui parait en bonne santé peut avoir le VIH,,"1, 2",,29/11/2020 20:22:07,Quinquennal,Institut National de la Statistique,"MICS Tunisie, 2027",3,,Institut National de la Statistique
OBJ9106709,28729899,Pourcentage des personnes ayant une connaissance approfondie sur le VIH/SIDA,28317359,Pourcentage,,Pourcentage des personnes ayant une connaissance approfondie sur le VIH/SIDA,,"1, 2",,29/11/2020 20:22:07,Quinquennal,Institut National de la Statistique,"MICS Tunisie, 2028",3,,Institut National de la Statistique
OBJ9106709,28729909,Nombre de femmes agées de 15 à 49 ans,28317359,Nombre,,Nombre de femmes agées de 15 à 49 ans,,"1, 2",,29/11/2020 20:22:07,Quinquennal,Institut National de la Statistique,"MICS Tunisie, 2029",3,,Institut National de la Statistique
OBJ9106709,28317379,"Proportion de la population âgées de 15 ans et plus, dont le test de dépistage du VIH est avéré positif",28730599,Nombre,,"VIH / SIDA: conscience et infection\Proportion de la population âgées de 15 ans et plus, dont le test de dépistage du VIH est avéré positif",,"1, 2",92,07/06/2020 22:05:19,Quinquennal,Institut National de la Statistique,,3,البيانات المعروضة تقريبية وتقديرية ولها هامش أنظر المصدر على الرابط (https://www.unaids.org/en/regionscountries/countries/tunisia ; https://www.unaids.org/en/resources/documents/2018/unaids-data-2018),Institut National de la Statistique
OBJ9106709,28730619,Soins natales et prénatales,,,,Soins natales et prénatales,,"1, 2",,12/01/2020 13:26:00,Irrégulier,,,,,
OBJ9106709,28317469,Taux d'accés aux antiréroviraux des femmes  enceintes,28730619,Pourcentage,,Soins natales et prénatales\Taux d'accés aux antiréroviraux des femmes  enceintes,,"1, 2",85,07/06/2020 22:05:19,Régulier,Institut National de la Statistique,,3,,Institut National de la Statistique
OBJ9106709,28730079,Pourcentage de femmes enceintes séropositives au VIH qui reçoivent des antirétroviraux,28317469,Pourcentage,,Pourcentage de femmes enceintes séropositives au VIH qui reçoivent des antirétroviraux,,"1, 2",,30/11/2020 20:06:51,,Institut National de la Statistique,,3,,Institut National de la Statistique
OBJ9106709,28317459,Taux d’utilisation de la contraception parmi les femmes de 15 à 49 ans mariées ou en couple,28730619,Pourcentage,,Soins natales et prénatales\Taux d’utilisation de la contraception parmi les femmes de 15 à 49 ans mariées ou en couple,,"1, 2",37,07/06/2020 22:05:19,Régulier,ONFP,,3,,Institut National de la Statistique
OBJ9106709,28730059,Taux de prévalence,28317459,Pourcentage,,Taux de prévalence,,"1, 2",,30/11/2020 20:06:51,Régulier,ONFP,,3,,Institut National de la Statistique
OBJ9106709,28730069,Méthodes modernes,28317459,Pourcentage,,Méthodes modernes,,"1, 2",,30/11/2020 20:06:51,Régulier,ONFP,,3,,Institut National de la Statistique
OBJ9106709,28317439,Taux d’accès aux soins prénatals,28730619,Pourcentage,,Soins natales et prénatales\Taux d’accès aux soins prénatals,,"1, 2",40,07/06/2020 22:05:19,Régulier,"ONFP, DSSB, INS, INSP",,3,,Institut National de la Statistique
OBJ9106709,28730019,Nombre de consultation prénatale durant la grossesse,28317439,Pourcentage,,Nombre de consultation prénatale durant la grossesse,,"1, 2",,30/11/2020 20:06:51,Régulier,"ONFP, DSSB, INS, INSP",,3,,Institut National de la Statistique
OBJ9106709,28730029,Une visite ou plus,28730019,Pourcentage,,Une visite ou plus,,"1, 2",,30/11/2020 20:06:51,Régulier,"ONFP, DSSB, INS, INSP",,3,,Institut National de la Statistique
OBJ9106709,28730039,Quatre visites ou plus,28730019,Pourcentage,,Quatre visites ou plus,,"1, 2",,30/11/2020 20:06:51,Régulier,"ONFP, DSSB, INS, INSP",,3,,Institut National de la Statistique
OBJ9106709,28730049,Huit visites ou plus,28730019,Pourcentage,,Huit visites ou plus,,"1, 2",,30/11/2020 20:06:51,Régulier,"ONFP, DSSB, INS, INSP",,3,,Institut National de la Statistique
OBJ9106709,28317389,Proportion d’accouchements assistés par des professionnels de la santé qualifiés,28730619,Pourcentage,,Soins natales et prénatales\Proportion d’accouchements assistés par des professionnels de la santé qualifiés,,"1, 2",41,07/06/2020 22:05:19,Annuelle,Institut National de la Statistique,"Enquête santé (1994 - 2001 - 2012) , statistiques d’état civil",3,,Institut National de la Statistique
OBJ9106709,28730609,Couverture de santé et protection sociale,,Pourcentage,,Couverture de santé et protection sociale,,"1, 2",,12/01/2020 12:32:00,Irrégulier,,,,,
OBJ9106709,28729979,Taux d’accès à une couverture santé,28730609,Pourcentage,,Couverture de santé et protection sociale\Taux d’accès à une couverture santé,,"1, 2",,30/11/2020 20:06:51,Quinquennal,Institut National de la Statistique,Enquête Consommation et le Niveau de Vie des ménages,3,,Institut National de la Statistique
OBJ9106709,28729989,Il bénéficie d'une couverture santé,28729979,Pourcentage,,Couverture de santé et protection sociale\Taux d’accès à une couverture santé\Il bénéficie d'une couverture santé,,"1, 2",,30/11/2020 20:06:51,Quinquennal,Institut National de la Statistique,Enquête Consommation et le Niveau de Vie des ménages,3,,Institut National de la Statistique
OBJ9106709,28729999,Il ne bénéficie pas d'une couverture santé,28729979,Pourcentage,,Couverture de santé et protection sociale\Taux d’accès à une couverture santé\Il ne bénéficie pas d'une couverture santé,,"1, 2",,30/11/2020 20:06:51,Quinquennal,Institut National de la Statistique,Enquête Consommation et le Niveau de Vie des ménages,3,,Institut National de la Statistique
OBJ9106709,28730749,Non déclaré,28729979,Pourcentage,,Non déclaré,,"1, 2",,12/01/2020 23:12:00,Quinquennale,Institut National de la Statistique,,3,,Institut National de la Statistique
OBJ9106709,28317419,Taux d’accès à une protection sociale,28730609,Pourcentage,,Couverture de santé et protection sociale\Taux d’accès à une protection sociale,,"1, 2",85,07/06/2020 22:05:19,Quinquennal,Institut National de la Statistique,Enquête Consommation et le Niveau de Vie des ménages,3,,Institut National de la Statistique
OBJ9106709,28729929,Fonds sociaux,28317419,Pourcentage,,Fonds sociaux,,"1, 2",,30/11/2020 20:06:51,Quinquennal,Institut National de la Statistique,Enquête Consommation et le Niveau de Vie des ménages,3,,Institut National de la Statistique
OBJ9106709,28729939,Caisse Nationale de Retraite et de Prévoyance Sociale (CNRPS),28317419,Pourcentage,,Caisse Nationale de Retraite et de Prévoyance Sociale (CNRPS),,"1, 2",,30/11/2020 20:06:51,Quinquennal,Institut National de la Statistique,Enquête Consommation et le Niveau de Vie des ménages,3,,Institut National de la Statistique
OBJ9106709,28729949,Caisse Nationale de Sécurité Sociale    (CNSS),28317419,Pourcentage,,Caisse Nationale de Sécurité Sociale    (CNSS),,"1, 2",,30/11/2020 20:06:51,Quinquennal,Institut National de la Statistique,Enquête Consommation et le Niveau de Vie des ménages,3,,Institut National de la Statistique
OBJ9106709,28729959,Non adhéron,28317419,Pourcentage,,Non adhéron,,"1, 2",,30/11/2020 20:06:51,Quinquennal,Institut National de la Statistique,Enquête Consommation et le Niveau de Vie des ménages,3,,Institut National de la Statistique
OBJ9106709,28729969,Non déclarer,28317419,Pourcentage,,Non déclarer,,"1, 2",,30/11/2020 20:06:51,Quinquennal,Institut National de la Statistique,Enquête Consommation et le Niveau de Vie des ménages,3,,Institut National de la Statistique
OBJ9106709,28730639,Mortalité,,,,Mortalité,,"1, 2",,12/01/2020 13:44:00,Irrégulier,,,,,
OBJ9106709,28317509,"Taux de mortalité des moins de 5 ans, par sexe",28730639,Nombre en miliers,,"Mortalité\Taux de mortalité des moins de 5 ans, par sexe",,"1, 2",38,07/06/2020 22:05:19,Annuelle,Institut National de la Statistique,,3,,Institut National de la Statistique
OBJ9106709,28730089,Moins 1 an,28317509,Nombre en miliers,,Moins 1 an,,"1, 2",,30/11/2020 20:06:51,Annuelle,Institut National de la Statistique,,3,,Institut National de la Statistique
OBJ9106709,28730099,De 1 à 4 ans,28317509,Nombre en miliers,,De 1 à 4 ans,,"1, 2",,30/11/2020 20:06:51,Annuelle,Institut National de la Statistique,,3,,Institut National de la Statistique
OBJ9106709,28730109,Moins de 5 ans,28317509,Nombre en miliers,,Moins de 5 ans,,"1, 2",,30/11/2020 20:06:51,Annuelle,Institut National de la Statistique,,3,,Institut National de la Statistique
OBJ9106709,28317519,Taux de mortalité maternelle,28730639,Nombre pour 100000 habitants,,Mortalité\Taux de mortalité maternelle,,"1, 2",39,07/06/2020 22:05:19,Non régulier,Institut National de la Statistique,,3,,Institut National de la Statistique
OBJ9106709,28730119,Causes médicales de décès,28730639,Nombre en miliers,,Mortalité\Causes médicales de décès,,"1, 2",,30/11/2020 20:06:51,Annuelle,Institut National de la Statistique,,3,,Institut National de la Statistique
OBJ9106709,28730129,Variation selon le sexe de la mortalite proportionnelle due aux principaux groupes de pathologies (en nombre),28730119,Nombre,,Mortalité\Causes médicales de décès\Variation selon le sexe de la mortalite proportionnelle due aux principaux groupes de pathologies (en nombre),,"1, 2",,30/11/2020 20:06:51,Non régulier,Institut National de la Statistique,,,,
OBJ9106709,28730139,Maladies infectieuses et parasitaires,28730129,Nombre,,Mortalité\Causes médicales de décès\Variation selon le sexe de la mortalite proportionnelle due aux principaux groupes de pathologies (en nombre)\Maladies infectieuses et parasitaires,,"1, 2",,30/11/2020 20:06:51,Non régulier,Institut National de la Statistique,,3,,Institut National de la Statistique
OBJ9106709,28730149,Tumeurs malignes,28730129,Nombre,,Mortalité\Causes médicales de décès\Variation selon le sexe de la mortalite proportionnelle due aux principaux groupes de pathologies (en nombre)\Tumeurs malignes,,"1, 2",,30/11/2020 20:06:51,Non régulier,Institut National de la Statistique,,3,,Institut National de la Statistique
OBJ9106709,28730159,Maladies du sang et des organes hematopoietiques,28730129,Nombre,,Mortalité\Causes médicales de décès\Variation selon le sexe de la mortalite proportionnelle due aux principaux groupes de pathologies (en nombre)\Maladies du sang et des organes hematopoietiques,,"1, 2",,30/11/2020 20:06:51,Non régulier,Institut National de la Statistique,,3,,Institut National de la Statistique
OBJ9106709,28730169,"Maladies endocriniennes, nutritionnelles et metaboliques",28730129,Nombre,,"Mortalité\Causes médicales de décès\Variation selon le sexe de la mortalite proportionnelle due aux principaux groupes de pathologies (en nombre)\Maladies endocriniennes, nutritionnelles et metaboliques",,"1, 2",,30/11/2020 20:06:51,Non régulier,Institut National de la Statistique,,3,,Institut National de la Statistique
OBJ9106709,28730179,Maladies du systeme nerveux et des organes des sens,28730129,Nombre,,Mortalité\Causes médicales de décès\Variation selon le sexe de la mortalite proportionnelle due aux principaux groupes de pathologies (en nombre)\Maladies du systeme nerveux et des organes des sens,,"1, 2",,30/11/2020 20:06:51,Non régulier,Institut National de la Statistique,,3,,Institut National de la Statistique
OBJ9106709,28730189,Maladies du systeme circulatoire,28730129,Nombre,,Mortalité\Causes médicales de décès\Variation selon le sexe de la mortalite proportionnelle due aux principaux groupes de pathologies (en nombre)\Maladies du systeme circulatoire,,"1, 2",,30/11/2020 20:06:51,Non régulier,Institut National de la Statistique,,3,,Institut National de la Statistique
OBJ9106709,28730199,Maladies de l’appareil respiratoire,28730129,Nombre,,Mortalité\Causes médicales de décès\Variation selon le sexe de la mortalite proportionnelle due aux principaux groupes de pathologies (en nombre)\Maladies de l’appareil respiratoire,,"1, 2",,30/11/2020 20:06:51,Non régulier,Institut National de la Statistique,,3,,Institut National de la Statistique
OBJ9106709,28730209,Maladies de l’appareil digestif,28730129,Nombre,,Mortalité\Causes médicales de décès\Variation selon le sexe de la mortalite proportionnelle due aux principaux groupes de pathologies (en nombre)\Maladies de l’appareil digestif,,"1, 2",,30/11/2020 20:06:51,Non régulier,Institut National de la Statistique,,3,,Institut National de la Statistique
OBJ9106709,28730219,Maladies de l’appareil genito-urinaire,28730129,Nombre,,Mortalité\Causes médicales de décès\Variation selon le sexe de la mortalite proportionnelle due aux principaux groupes de pathologies (en nombre)\Maladies de l’appareil genito-urinaire,,"1, 2",,30/11/2020 20:06:51,Non régulier,Institut National de la Statistique,,3,,Institut National de la Statistique
OBJ9106709,28730229,Affections dont l’origine se situe dans la periode perinatale,28730129,Nombre,,Mortalité\Causes médicales de décès\Variation selon le sexe de la mortalite proportionnelle due aux principaux groupes de pathologies (en nombre)\Affections dont l’origine se situe dans la periode perinatale,,"1, 2",,30/11/2020 20:06:51,Non régulier,Institut National de la Statistique,,3,,Institut National de la Statistique
OBJ9106709,28730239,Malformations congenitales et anomalies chromosomiques,28730129,Nombre,,Mortalité\Causes médicales de décès\Variation selon le sexe de la mortalite proportionnelle due aux principaux groupes de pathologies (en nombre)\Malformations congenitales et anomalies chromosomiques,,"1, 2",,30/11/2020 20:06:51,Non régulier,Institut National de la Statistique,,3,,Institut National de la Statistique
OBJ9106709,28730249,Lesions traumatiques et empoisonnements,28730129,Nombre,,Mortalité\Causes médicales de décès\Variation selon le sexe de la mortalite proportionnelle due aux principaux groupes de pathologies (en nombre)\Lesions traumatiques et empoisonnements,,"1, 2",,30/11/2020 20:06:51,Non régulier,Institut National de la Statistique,,3,,Institut National de la Statistique
OBJ9106709,28730259,Causes exterieures de mortalite (accidents…),28730129,Nombre,,Mortalité\Causes médicales de décès\Variation selon le sexe de la mortalite proportionnelle due aux principaux groupes de pathologies (en nombre)\Causes exterieures de mortalite (accidents…),,"1, 2",,30/11/2020 20:06:51,Non régulier,Institut National de la Statistique,,3,,Institut National de la Statistique
OBJ9106709,28730269,Autres causes,28730129,Nombre,,Mortalité\Causes médicales de décès\Variation selon le sexe de la mortalite proportionnelle due aux principaux groupes de pathologies (en nombre)\Autres causes,,"1, 2",,30/11/2020 20:06:51,Non régulier,Institut National de la Statistique,,3,,Institut National de la Statistique
OBJ9106709,28730279,Total,28730129,Nombre,,Mortalité\Causes médicales de décès\Variation selon le sexe de la mortalite proportionnelle due aux principaux groupes de pathologies (en nombre)\Total,,"1, 2",,30/11/2020 20:06:51,Non régulier,Institut National de la Statistique,,3,,Institut National de la Statistique
OBJ9106709,28730289,Variation selon le sexe de la mortalite proportionnelle due aux principaux groupes de pathologies (en pourcentage),28730119,Pourcentage,,Mortalité\Causes médicales de décès\Variation selon le sexe de la mortalite proportionnelle due aux principaux groupes de pathologies (en pourcentage),,"1, 2",,30/11/2020 20:06:51,Non régulier,Institut National de la Statistique,,,,
OBJ9106709,28730449,Maladies infectieuses et parasitaires,28730289,Pourcentage,,Maladies infectieuses et parasitaires,,"1, 2",,30/11/2020 22:07:24,Non régulier,Institut National de la Statistique,,3,,Institut National de la Statistique
OBJ9106709,28730459,Tumeurs malignes,28730289,Pourcentage,,Tumeurs malignes,,"1, 2",,30/11/2020 22:07:24,Non régulier,Institut National de la Statistique,,3,,Institut National de la Statistique
OBJ9106709,28730469,Maladies du sang et des organes hematopoietiques,28730289,Pourcentage,,Maladies du sang et des organes hematopoietiques,,"1, 2",,30/11/2020 22:07:24,Non régulier,Institut National de la Statistique,,3,,Institut National de la Statistique
OBJ9106709,28730479,"Maladies endocriniennes, nutritionnelles et metaboliques",28730289,Pourcentage,,"Maladies endocriniennes, nutritionnelles et metaboliques",,"1, 2",,30/11/2020 22:07:24,Non régulier,Institut National de la Statistique,,3,,Institut National de la Statistique
OBJ9106709,28730489,Maladies du systeme nerveux et des organes des sens,28730289,Pourcentage,,Maladies du systeme nerveux et des organes des sens,,"1, 2",,30/11/2020 22:07:24,Non régulier,Institut National de la Statistique,,3,,Institut National de la Statistique
OBJ9106709,28730499,Maladies du systeme circulatoire,28730289,Pourcentage,,Maladies du systeme circulatoire,,"1, 2",,30/11/2020 22:07:24,Non régulier,Institut National de la Statistique,,3,,Institut National de la Statistique
OBJ9106709,28730509,Maladies de l’appareil respiratoire,28730289,Pourcentage,,Maladies de l’appareil respiratoire,,"1, 2",,30/11/2020 22:07:24,Non régulier,Institut National de la Statistique,,3,,Institut National de la Statistique
OBJ9106709,28730519,Maladies de l’appareil digestif,28730289,Pourcentage,,Maladies de l’appareil digestif,,"1, 2",,30/11/2020 22:07:24,Non régulier,Institut National de la Statistique,,3,,Institut National de la Statistique
OBJ9106709,28730529,Maladies de l’appareil genito-urinaire,28730289,Pourcentage,,Maladies de l’appareil genito-urinaire,,"1, 2",,30/11/2020 22:07:24,Non régulier,Institut National de la Statistique,,3,,Institut National de la Statistique
OBJ9106709,28730539,Affections dont l’origine se situe dans la periode perinatale,28730289,Pourcentage,,Affections dont l’origine se situe dans la periode perinatale,,"1, 2",,30/11/2020 22:07:24,Non régulier,Institut National de la Statistique,,3,,Institut National de la Statistique
OBJ9106709,28730549,Malformations congenitales et anomalies chromosomiques,28730289,Pourcentage,,Malformations congenitales et anomalies chromosomiques,,"1, 2",,30/11/2020 22:07:24,Non régulier,Institut National de la Statistique,,3,,Institut National de la Statistique
OBJ9106709,28730559,Lesions traumatiques et empoisonnements,28730289,Pourcentage,,Lesions traumatiques et empoisonnements,,"1, 2",,30/11/2020 22:07:24,Non régulier,Institut National de la Statistique,,3,,Institut National de la Statistique
OBJ9106709,28730569,Causes exterieures de mortalite (accidents…),28730289,Pourcentage,,Causes exterieures de mortalite (accidents…),,"1, 2",,30/11/2020 22:07:24,Non régulier,Institut National de la Statistique,,3,,Institut National de la Statistique
OBJ9106709,28730579,Autres causes,28730289,Pourcentage,,Autres causes,,"1, 2",,30/11/2020 22:07:24,Non régulier,Institut National de la Statistique,,3,,Institut National de la Statistique
OBJ9106709,28730589,Total,28730289,Pourcentage,,Total,,"1, 2",,30/11/2020 22:07:24,Non régulier,Institut National de la Statistique,,3,,Institut National de la Statistique
