dimension_id,KEY,NAME,parent_key,ISCALCULATED,C_CODE
OBJ7279029,28167879,SUCRE ET PRODUITS SUCRES,28164559,,
OBJ7279029,28167889,SUCRE,28167879,,1701
OBJ7279029,28167899,Sucre en morceau,28167889,,1702
OBJ7279029,28167909,Sucre cristallisé ou en poudre,28167889,,1703
OBJ7279029,28167919,Sucre vanillé,28167889,,1704
OBJ7279029,28167929,Sucre Glacé,28167889,,1705
OBJ7279029,28167939,Saccharine,28167889,,
OBJ7279029,28167949,PRODUITS SUCRES,28167879,,1711
OBJ7279029,28167959,Bonbon,28167949,,1712
OBJ7279029,28167969,Halwa chamia,28167949,,1713
OBJ7279029,28167979,Halkoum,28167949,,1714
OBJ7279029,28167989,Shwing gum,28167949,,1719
OBJ7279029,28167999,Autres produits sucrés,28167949,,1721
OBJ7279029,28168009,"CONFITURE, COMPOTE ET PUREE DE FRUITS",28167949,,
OBJ7279029,28168019,MIEL ET AUTRES PRODUITS SUCRES,28167879,,1731
OBJ7279029,28168029,Miel d’abeille,28168019,,1732
OBJ7279029,28168039,"Chocolat (tablette, barre …)",28168019,,1733
OBJ7279029,28168049,"Glace, thelja, gervais…",28168019,,1734
OBJ7279029,28168059,Crème en poudre pour fabrication de glace,28168019,,1735
OBJ7279029,28168069,Crème en poudre pour fabrication,28168019,,1739
OBJ7279029,28168079,Autres produits sucrés non indiqués ailleurs (fruits confis),28168019,,
OBJ7279029,28168089,HUILES,28164559,,
OBJ7279029,28168099,HUILES D’OLIVE,28168089,,1811
OBJ7279029,28168109,Huile d’Olive emballé,28168099,,1812
OBJ7279029,28168119,Huile d’olive en vrac,28168099,,
OBJ7279029,28168129,HUILES DE GRAINE VEGETALE,28168089,,1821
OBJ7279029,28168139,Huile de graine végétale subventionné,28168129,,1822
OBJ7279029,28168149,Huile de maïs,28168129,,1823
OBJ7279029,28168159,Huile de tournesol,28168129,,1824
OBJ7279029,28168169,Huiles mélangées (huile d'olives et huile de graine végétale),28168129,,1825
OBJ7279029,28168179,"Huile de friture (frit's,,,)",28168129,,1826
OBJ7279029,28168189,Autres huiles (soja…),28168129,,
OBJ7279029,28168199,BOISSONS NON ALCOOLISEES ET PLATS CUISINES OU LIVRES A DOMICILE,28164559,,
OBJ7279029,28168209,BOISSONS EN NATURE,28168199,,1901
OBJ7279029,28168219,Thé noir,28168209,,1902
OBJ7279029,28168229,Thé vert,28168209,,1903
OBJ7279029,28168239,Café nature pur,28168209,,1904
OBJ7279029,28168249,Café nature mélangé,28168209,,1905
OBJ7279029,28168259,"Café (nescafé, Mawell,,,)",28168209,,1906
OBJ7279029,28168269,Tisane,28168209,,1907
OBJ7279029,28168279,Thé infusion,28168209,,
