source_id,source_name,dimension_id,dimension_name,element_key,element_name
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525399,Deglet ennour
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525409,Tozeur
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525419,Gabès
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525429,kébili
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525439,Gafsa
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525449,Dattes communes
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525459,Tozeur
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525469,Gabès
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525479,kébili
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525489,Gafsa
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525499,Total
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525509,Tozeur
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525519,Gabès
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525529,kébili
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525539,Gafsa
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525549,Evolution de la production du vins mouts et mistelles par gouvernorat
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525559,Tunis- Zaghouan-Ariana- Ben Arous
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525569,Bizerte
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525579,Nabeul
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525589,Autres gouvernorats
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525599,Evolution de la superficie des vignobles par gouvernorat
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525609,Tunis- Zaghouan-Ariana- Ben Arous
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525619,Bizerte
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525629,Nabeul
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525639,Autres gouvernorats
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525649,Evolution de la production des cultures industrielles par unités
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525659,Total plantes industrielles
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525669,Toutes plantes oléagineuses
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525679,Tournesol
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525699,Tabac brut
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525709,Tabac à priser (soufi)
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525719,Nombre de planteurs (Nb)
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525729,Superficie (Ha)
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525739,Production (T)
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525749,Prix moyen à la Production (D/QL)
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525759,Tabac à fumer  (arbi)
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525769,Nombre de planteurs (Nb)
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525779,Superficie (Ha)
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525789,Production (T)
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525799,Prix moyen à la Production (D/QL)
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525809,Liège  (T)
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525819,Alfa  (T)
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525829,Bois (1000m3)
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525839,Total fourrages
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27523459,Production animale
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525859,Cheptel en nombre de têtes
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525869,Total du cheptel bovin
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525879,Vaches laitières
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525889,Total du cheptel ovin
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525899,Brebis et agnelles laitières saillis
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525909,Total du cheptel caprin
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525919,Chèvres ayant mis bas
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525939,Répartition du cheptel par région
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525949,Bovins
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525959,Nord
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525969,Centre
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525979,Sud
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525989,Ovins
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525999,Nord
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27526009,Centre
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27526019,Sud
